Therapeutics	D013812	D061645;D000075162;D000161;D000203;D019050;D015667;D015669;D015670;D020831;D000278;D000279;D000280;D000281;D000282;D061605;D000283;D059250;D058956;D060433;D000284;D000285;D000286;D000287;D019264;D022561;D061906;D000359;D060666;D058109;D000553;D000646;D017130;D000800;D015906;D017222;D016342;D056447;D000887;D019072;D000095062;D000088542;D000971;D024221;D023241;D056705;D000088543;D057908;D019341;D001155;D000069237;D017073;D017225;D055097;D001326;D001346;D063125;D021721;D063126;D001452;D050110;D049088;D000071941;D001494;D001510;D032763;D001638;D001676;D019470;D001691;D066236;D000094902;D001781;D016913;D000090003;D015190;D001788;D017217;D001793;D058731;D001803;D001804;D001805;D057668;D001815;D000073880;D046289;D046288;D016465;D016026;D016025;D050376;D016754;D001903;D001918;D016380;D019928;D001945;D000093142;D000074060;D000093485;D000093522;D031204;D006328;D002304;D000072038;D058406;D016887;D017115;D002404;D002405;D002406;D002407;D002425;D017690;D064987;D060826;D015913;D002615;D016461;D018890;D059248;D059186;D017024;D010478;D035641;D019454;D019093;D002944;D013790;D002985;D000070628;D000091942;D003076;D016500;D003131;D003145;D057176;D000529;D000072700;D060830;D003266;D045422;D000079664;D003267;D042121;D003269;D044363;D000073516;D000075202;D000075203;D000075204;D064590;D036101;D017218;D000094504;D048988;D016039;D012048;D003357;D016371;D061888;D003422;D015925;D017679;D000079742;D003482;D016238;D003614;D003631;D003664;D046690;D003688;D057210;D003692;D050091;D000069340;D003869;D057111;D003888;D003972;D004035;D000070601;D050528;D003927;D018752;D055050;D000073600;D000076107;D055423;D015623;D038441;D066046;D000095500;D018753;D004038;D004039;D000067269;D014676;D000073601;D059328;D017586;D017587;D000072234;D019583;D004322;D015916;D004333;D004334;D004337;D055870;D016503;D054796;D011307;D057915;D000084862;D004358;D004359;D004360;D000079245;D000080903;D000081206;D004434;D000074388;D027681;D000097825;D004554;D004599;D015671;D053672;D004564;D000092722;D004621;D004624;D004638;D058450;D000076663;D004733;D004750;D016061;D056947;D057487;D017391;D017050;D056147;D017707;D015914;D005065;D028601;D033101;D037901;D005066;D000088103;D005078;D026241;D005081;D015199;D000074059;D029221;D005186;D000069467;D005248;D059247;D005307;D046128;D016332;D005332;D005392;D005440;D005581;D005592;D005593;D005594;D005612;D017110;D015181;D015390;D050786;D015391;D015316;D000088744;D000085002;D006082;D006204;D063373;D006336;D063193;D059746;D006370;D019650;D018380;D006414;D017619;D017583;D006437;D006438;D006440;D006464;D016558;D006488;D006489;D006611;D006612;D057086;D024764;D006694;D018718;D006701;D006705;D000080282;D020249;D058611;D017051;D000088745;D006760;D000079782;D006875;D006920;D006931;D006979;D000084262;D006990;D055103;D007036;D018889;D019018;D007114;D007115;D007116;D007117;D018189;D056747;D007165;D007167;D016233;D016219;D059471;D057970;D060828;D007261;D036502;D017148;D007262;D057967;D007263;D060186;D055104;D000069555;D007267;D007268;D007269;D007270;D007271;D015552;D007272;D007273;D056965;D007274;D007275;D007276;D007277;D007278;D007279;D007315;D007316;D007317;D007322;D007326;D007327;D007332;D000073196;D062325;D015931;D059725;D007384;D007385;D000079763;D057928;D007404;D000097807;D007430;D058449;D007440;D007441;D007442;D000079243;D007478;D000092723;D057775;D019194;D019157;D016381;D007581;D060127;D049008;D020731;D015948;D016030;D018953;D058498;D007796;D065406;D007808;D017214;D017075;D053685;D027641;D024763;D000097546;D007902;D007937;D047589;D017708;D008020;D008028;D015187;D000077845;D008085;D021061;D008096;D017602;D016031;D000075523;D008134;D028022;D008150;D015182;D008212;D017710;D000096383;D008273;D055909;D060046;D016462;D026882;D008349;D026301;D020393;D008369;D000073297;D000074381;D032541;D008405;D061185;D008508;D059065;D016488;D008514;D008515;D008516;D008518;D020835;D055670;D056785;D000091182;D000096262;D038861;D008519;D019367;D019122;D008602;D016740;D045164;D057748;D008845;D026441;D000088762;D000069321;D058990;D015915;D009071;D009094;D052580;D026201;D009147;D000089803;D020247;D053769;D058726;D000090783;D000097007;D000084982;D012252;D009324;D000067491;D054843;D020360;D058765;D000066530;D017247;D000074164;D000095488;D009551;D000096402;D063087;D009732;D044623;D018529;D000073319;D009788;D056687;D000094562;D050130;D061810;D018587;D054315;D000070799;D058850;D009910;D009926;D059351;D009945;D054158;D009974;D019637;D009988;D010061;D010062;D034445;D044384;D010102;D011701;D059408;D010166;D019152;D010288;D016331;D016562;D010289;D010343;D005791;D064872;D010351;D062209;D010356;D056888;D010359;D010360;D000097244;D020519;D018743;D019990;D013527;D036102;D010530;D010531;D000071059;D014677;D018962;D015612;D010778;D017893;D018903;D010789;D000082703;D026741;D008517;D010910;D010919;D010951;D058629;D010956;D000077780;D017713;D010983;D010989;D018700;D059385;D019338;D011175;D000096063;D000072229;D037022;D011181;D011182;D011229;D057285;D016742;D011292;D011295;D011300;D000082622;D011309;D059017;D000075527;D017755;D060489;D061766;D011577;D000097765;D020551;D061208;D011677;D064906;D000067492;D000069473;D011844;D000078703;D000078702;D016499;D011867;D016634;D011878;D011879;D011880;D061106;D018714;D011881;D020266;D011882;D061089;D050397;D000079603;D000069475;D057173;D012028;D012034;D012046;D012049;D012050;D012060;D012064;D012074;D006435;D017582;D012099;D027724;D055070;D012121;D012138;D012144;D012149;D012151;D016414;D000076522;D019233;D017694;D012225;D015361;D012381;D016879;D015911;D055502;D012646;D012648;D012651;D000085263;D012662;D026421;D057829;D057830;D019423;D000079142;D012780;D012813;D056826;D017592;D063465;D016038;D016060;D013070;D013071;D013072;D055161;D020554;D053625;D062187;D013129;D026443;D000085642;D000071065;D029002;D033581;D013245;D000071939;D019467;D063729;D013404;D017236;D013480;D026302;D052416;D013653;D000069350;D013727;D055512;D000068936;D007507;D060205;D019124;D035703;D061147;D013813;D064746;D000069258;D015912;D061665;D014021;D014023;D016378;D061485;D015145;D014139;D065908;D050781;D004561;D060305;D000069341;D019172;D014187;D000096182;D000085582;D000069356;D000070638;D014464;D036761;D014467;D014546;D055357;D058738;D014611;D055536;D015300;D054854;D055676;D014834;D014916;D018599;D028761;D014964;D015013;D017388;D017055
Diagnosis	D003933	D015492;D057128;D000067399;D015502;D000158;D056044;D050154;D000304;D000365;D000366;D000372;D000403;D000513;D000649;D000790;D000792;D015901;D017546;D055109;D035041;D000886;D000919;D001027;D001034;D000069237;D001175;D053587;D001182;D001299;D001300;D001301;D001302;D001314;D001344;D001345;D061245;D058452;D058491;D015373;D001431;D001434;D001450;D000071087;D000071941;D015549;D001611;D001706;D044963;D062005;D001707;D001724;D001760;D001772;D001774;D001776;D001780;D000071997;D001783;D001784;D001785;D015190;D001788;D001794;D001795;D018660;D001797;D001799;D001800;D001806;D001811;D001824;D050218;D001827;D015992;D049628;D001830;D018780;D001831;D001835;D001837;D001856;D000082642;D001931;D058256;D000071060;D016504;D001944;D001985;D001995;D001999;D002000;D018791;D016516;D000087123;D000087124;D000086742;D002150;D002198;D019296;D053704;D006328;D057791;D002302;D055424;D055426;D000080308;D002307;D015148;D059168;D000080909;D002407;D002452;D018929;D000087603;D054443;D054441;D054442;D002469;D058948;D002508;D002533;D014695;D054791;D002758;D002760;D049448;D002765;D015193;D002871;D020223;D002932;D002933;D019963;D000066491;D004796;D019411;D000086723;D000092522;D003011;D003018;D023881;D003113;D015169;D003114;D003119;D003127;D003168;D015941;D000093182;D000072226;D054893;D019092;D063132;D000095583;D015350;D003298;D017218;D063171;D019781;D003321;D017023;D016319;D003344;D003378;D018568;D020285;D015925;D016616;D003464;D000070621;D003558;D003581;D020732;D003584;D003588;D003592;D003601;D059018;D000090104;D003648;D019841;D057210;D003700;D046169;D003936;D003937;D017831;D003951;D003952;D059026;D019937;D003935;D003938;D003940;D003943;D003944;D003941;D003939;D003947;D003948;D003949;D003950;D003955;D004007;D038524;D056324;D000090402;D051517;D000067108;D004185;D018572;D052978;D004210;D065508;D000092224;D058582;D059788;D016903;D004354;D004384;D055088;D042241;D057239;D017352;D004452;D015150;D018618;D018619;D019561;D025401;D019560;D017548;D004453;D054459;D004562;D015716;D000069280;D004568;D004569;D058407;D004571;D004576;D055032;D004577;D004584;D004585;D022062;D004596;D058453;D000069916;D061765;D004724;D016145;D016099;D019160;D058501;D056149;D004903;D004906;D004909;D050782;D004945;D005080;D005105;D053483;D000084542;D005365;D005149;D019066;D000067248;D005186;D005188;D005189;D005323;D020567;D005332;D063285;D005425;D005428;D005434;D005451;D016231;D005455;D019085;D019084;D016508;D066235;D015200;D015590;D005471;D000077564;D005540;D005541;D000097785;D056973;D000089142;D005612;D005613;D005614;D017110;D005629;D059907;D005652;D005684;D000077107;D065818;D005745;D005772;D005773;D015637;D006580;D005820;D005919;D015309;D005951;D006068;D058869;D000082922;D000081205;D018737;D058733;D064087;D006320;D006326;D006334;D006339;D000070276;D006383;D006385;D006386;D006400;D006403;D000074743;D006452;D006462;D006650;D006651;D016591;D006652;D006696;D061809;D007047;D015907;D056865;D019044;D007089;D007090;D061705;D021621;D007104;D005779;D007122;D007123;D007150;D007159;D016130;D017403;D017404;D033162;D007320;D007321;D007327;D059425;D019934;D007428;D064795;D000069416;D007620;D007621;D007677;D000070496;D007702;D007731;D007734;D000071117;D007789;D010535;D007828;D061346;D047569;D000081982;D017078;D007841;D007957;D007958;D008033;D064237;D000073890;D008111;D000094382;D023441;D008170;D008176;D000080945;D008213;D018655;D007959;D008220;D061305;D018810;D008279;D019028;D000095497;D053798;D015225;D008327;D008400;D008403;D062145;D008448;D008449;D008450;D000072277;D008451;D063847;D008481;D018447;D008487;D008657;D055686;D064688;D008826;D008828;D042282;D000094182;D008852;D020678;D008853;D033401;D018625;D018613;D064347;D008854;D008855;D017348;D046529;D046032;D008856;D036641;D016253;D008857;D008858;D008859;D020527;D016252;D008860;D018715;D008867;D000080925;D008940;D015903;D025202;D057054;D058889;D018670;D015166;D016343;D008991;D000092682;D009079;D061330;D058885;D064847;D000081364;D009098;D053580;D016533;D009192;D055414;D009213;D062048;D009299;D057605;D016624;D015997;D060787;D009367;D009403;D000092184;D056347;D044583;D059906;D009460;D061886;D064926;D009485;D009500;D049451;D000081182;D000073758;D048208;D062345;D015588;D009780;D009811;D064367;D009884;D009887;D061848;D009929;D009996;D038781;D010050;D000088522;D050177;D010061;D044384;D010092;D010147;D010173;D010186;D065006;D019152;D016612;D010270;D059208;D021261;D010314;D010323;D010328;D000095384;D010366;D010387;D010474;D055420;D000081282;D020519;D010503;D017591;D000071185;D010690;D018962;D010701;D061088;D010779;D010780;D010781;D023861;D010784;D017156;D000067029;D010808;D010858;D052581;D010901;D010912;D010925;D016613;D010976;D010979;D010991;D010992;D010993;D011011;D011012;D011028;D011029;D017286;D011172;D000072078;D049268;D000097873;D000073623;D011233;D011256;D011258;D011259;D019836;D011291;D011296;D061251;D020401;D011351;D062706;D011379;D000077982;D011517;D011540;D011571;D011601;D011653;D011659;D012123;D063177;D000097913;D011852;D011856;D011857;D011858;D011859;D011860;D016300;D011861;D019252;D015900;D015641;D011862;D013902;D011863;D016719;D015531;D011865;D011866;D011869;D000097188;D011875;D011877;D015635;D059869;D016059;D000092025;D012000;D012018;D012020;D012021;D012022;D001405;D012025;D057897;D013216;D012026;D012029;D058998;D016628;D017584;D012115;D012129;D056152;D012135;D055425;D066066;D017701;D042262;D025363;D023842;D021521;D012397;D064346;D057109;D012546;D000073798;D016353;D055101;D021701;D012692;D012698;D012703;D058248;D015610;D012732;D054881;D016626;D012796;D012812;D017603;D016622;D000072098;D000071085;D012880;D015927;D012882;D012884;D012885;D000072776;D013008;D013048;D032681;D019265;D013062;D013063;D013068;D013069;D013076;D013081;D013129;D054894;D013147;D013194;D049489;D013318;D013382;D000068436;D000072230;D063189;D013588;D013686;D055069;D000068936;D000076162;D000074389;D013817;D013826;D013851;D000069258;D020775;D013906;D013916;D013918;D013960;D013990;D018667;D059008;D016610;D016707;D014021;D014054;D014055;D015899;D041622;D041623;D036542;D014056;D014057;D014065;D014109;D000071061;D000067369;D000067368;D014172;D017211;D016896;D014209;D014374;D014410;D000069356;D014463;D000092262;D018608;D018615;D018616;D018617;D017585;D018084;D016217;D016216;D018666;D016482;D014546;D000095025;D059349;D014567;D018590;D014626;D014636;D014672;D014692;D000076665;D015646;D014724;D020535;D019562;D010948;D000089942;D014776;D038301;D015351;D014787;D014792;D064232;D058609;D014797;D055986;D056969;D000094443;D055105;D065927;D049629;D000070857;D000072797;D014914;D051598;D014938;D014939;D055114;D020525;D014984;D014986
